,TF,Target,Label
1009,175,330,1
1010,175,842,1
1011,175,825,1
1012,175,19,1
1013,175,58,1
1014,175,468,1
1015,175,377,1
1016,175,772,1
1017,175,564,1
1018,175,538,1
1019,175,151,1
1020,175,59,1
1021,175,495,1
1022,175,669,1
1023,175,269,1
1024,175,665,1
1025,175,275,1
1026,175,91,1
1027,175,752,1
1028,175,494,1
1029,175,555,1
1030,175,804,1
1031,175,537,1
1032,175,589,1
1033,175,83,1
1034,175,445,1
1035,175,167,1
1036,175,619,1
1037,175,405,1
1038,175,586,1
1039,175,104,1
1040,175,434,1
1041,175,251,1
1042,175,707,1
1043,175,897,1
1044,175,501,1
1045,175,592,1
1046,175,61,1
1047,175,765,1
1048,175,563,1
1049,175,500,1
1050,175,174,1
1051,175,510,1
1052,175,114,1
1053,175,121,1
1054,175,211,1
1055,175,267,1
1056,175,530,1
1057,175,435,1
1058,175,558,1
1059,175,766,1
1060,175,215,1
1061,175,347,1
1062,175,580,1
1063,175,678,1
1064,175,565,1
1065,175,438,1
1066,175,388,1
1067,175,426,1
1068,175,858,1
1069,175,179,1
1070,175,76,1
1071,175,861,1
1072,175,90,1
1073,175,280,1
1074,175,462,1
1075,175,603,1
1076,175,672,1
1077,175,288,1
1078,175,308,1
1079,175,836,1
1080,175,448,1
1081,175,145,1
1082,175,188,1
1083,175,865,1
1084,175,770,1
1085,175,497,1
1086,175,12,1
1087,175,755,1
1088,175,612,1
1089,175,463,1
1090,175,315,1
1091,175,68,1
1092,175,575,1
1093,175,75,1
1094,175,398,1
1095,175,282,1
1096,175,474,1
1097,175,864,1
1098,175,334,1
1099,175,163,1
1100,175,443,1
1101,175,587,1
1102,175,219,1
1103,175,52,1
1104,175,472,1
1105,175,309,1
1106,175,502,1
1107,175,177,1
1108,175,46,1
1109,175,496,1
1110,175,62,1
1111,175,471,1
1112,175,504,1
1113,175,272,1
1114,175,593,1
1115,175,115,1
1116,175,508,1
1117,175,446,1
1118,175,44,1
1119,175,692,1
1120,175,168,1
1121,175,785,1
1122,175,106,1
1123,175,761,1
1124,175,410,1
1125,175,559,1
1126,175,527,1
1127,175,127,1
1128,175,742,1
1129,175,639,1
1130,175,723,1
1131,175,809,1
1132,175,507,1
1133,175,423,1
1134,175,73,1
1135,175,741,1
1136,175,549,1
1137,175,323,1
1138,175,843,1
1139,175,231,1
1140,175,499,1
1141,175,860,1
1142,175,143,1
1143,175,290,1
1144,175,660,1
1145,175,576,1
1146,175,848,1
1147,175,154,1
1148,175,287,1
1149,175,206,1
1150,175,455,1
1151,175,888,1
1152,175,440,1
1153,175,567,1
1154,175,406,1
1155,175,230,1
1156,175,403,1
1157,175,483,1
1158,175,906,1
1159,175,433,1
1160,516,647,1
1161,516,586,1
1162,516,87,1
1163,516,810,1
1164,516,269,1
1165,516,294,1
1166,516,97,1
1167,516,664,1
1168,516,381,1
1169,516,312,1
1170,516,708,1
1171,516,905,1
1172,516,290,1
1173,516,535,1
1174,516,406,1
1175,516,333,1
1176,516,253,1
1177,516,117,1
1178,516,405,1
1179,516,579,1
1180,516,660,1
1181,516,377,1
1182,516,785,1
1183,516,341,1
1184,516,860,1
1185,516,839,1
1186,516,707,1
1187,516,577,1
1188,873,355,1
1189,873,597,1
1190,873,768,1
1191,873,322,1
1192,873,568,1
1193,873,76,1
1194,873,243,1
1195,873,553,1
1196,873,110,1
1197,873,583,1
1198,873,388,1
1199,873,680,1
1200,873,576,1
1201,873,33,1
1202,873,797,1
1203,873,20,1
1204,873,671,1
1205,873,752,1
1206,873,433,1
1207,873,578,1
1208,443,257,1
1209,443,892,1
1210,443,891,1
1211,443,355,1
1212,443,626,1
1213,443,448,1
1214,443,551,1
1215,443,801,1
1216,443,568,1
1217,443,641,1
1218,443,519,1
1219,443,223,1
1220,443,94,1
1221,443,786,1
1222,443,6,1
1223,443,424,1
1224,443,165,1
1225,443,894,1
1226,443,485,1
1227,443,867,1
1228,443,413,1
1229,443,580,1
1230,443,253,1
1231,443,707,1
1232,443,785,1
1233,443,603,1
1234,443,333,1
1235,443,368,1
1236,443,405,1
1237,443,303,1
1238,443,846,1
1239,443,73,1
1240,443,866,1
1241,443,621,1
1242,443,458,1
1243,443,426,1
1244,443,328,1
1245,443,565,1
1246,443,53,1
1247,443,624,1
1248,443,151,1
1249,443,754,1
1250,443,791,1
1251,443,312,1
1252,443,498,1
1253,443,839,1
1254,443,882,1
1255,443,504,1
1256,443,156,1
1257,443,65,1
1258,443,810,1
1259,443,647,1
1260,443,210,1
1261,443,64,1
1262,443,672,1
1263,443,244,1
1264,443,68,1
1265,443,12,1
1266,443,194,1
1267,443,179,1
1268,443,840,1
1269,443,172,1
1270,443,888,1
1271,443,276,1
1272,443,251,1
1273,443,377,1
1274,443,899,1
1275,443,459,1
1276,443,56,1
1277,443,334,1
1278,443,322,1
1279,443,49,1
1280,443,781,1
1281,443,864,1
1282,443,771,1
1283,443,61,1
1284,443,79,1
1285,443,375,1
1286,443,161,1
1287,443,325,1
1288,443,766,1
1289,443,750,1
1290,443,450,1
1291,443,749,1
1292,443,819,1
1293,443,159,1
1294,443,906,1
1295,443,87,1
1296,443,186,1
1297,443,442,1
1298,443,546,1
1299,443,564,1
1300,443,530,1
1301,443,728,1
1302,443,188,1
1303,443,660,1
1304,443,294,1
1305,443,908,1
1306,443,380,1
1307,443,320,1
1308,443,346,1
1309,443,376,1
1310,443,652,1
1311,443,206,1
1312,443,589,1
1313,443,457,1
1314,443,431,1
1315,443,423,1
1316,443,503,1
1317,443,602,1
1318,443,869,1
1319,443,263,1
1320,443,45,1
1321,443,160,1
1322,443,47,1
1323,443,668,1
1324,443,240,1
1325,443,152,1
1326,443,52,1
1327,443,269,1
1328,443,732,1
1329,443,8,1
1330,443,433,1
1331,443,820,1
1332,443,496,1
1333,443,329,1
1334,443,429,1
1335,443,366,1
1336,443,132,1
1337,443,763,1
1338,443,131,1
1339,443,80,1
1340,443,538,1
1341,443,11,1
1342,443,462,1
1343,443,813,1
1344,443,574,1
1345,443,208,1
1346,443,674,1
1347,443,35,1
1348,443,734,1
1349,443,192,1
1350,443,800,1
1351,443,581,1
1352,443,83,1
1353,443,146,1
1354,443,336,1
1355,443,671,1
1356,443,302,1
1357,443,822,1
1358,443,499,1
1359,443,716,1
1360,443,841,1
1361,443,343,1
1362,443,293,1
1363,443,696,1
1364,443,86,1
1365,443,497,1
1366,443,193,1
1367,443,896,1
1368,443,127,1
1369,443,440,1
1370,443,175,1
1371,443,136,1
1372,443,859,1
1373,443,381,1
1374,443,814,1
1375,443,849,1
1376,62,156,1
1377,62,576,1
1378,62,674,1
1379,62,744,1
1380,62,106,1
1381,62,12,1
1382,62,526,1
1383,62,24,1
1384,62,858,1
1385,62,902,1
1386,62,414,1
1387,62,258,1
1388,62,339,1
1389,62,579,1
1390,62,603,1
1391,62,155,1
1392,62,329,1
1393,62,839,1
1394,62,387,1
1395,62,180,1
1396,62,248,1
1397,62,800,1
1398,62,862,1
1399,62,772,1
1400,62,323,1
1401,62,498,1
1402,62,610,1
1403,62,714,1
1404,62,463,1
1405,62,891,1
1406,62,316,1
1407,62,119,1
1408,62,450,1
1409,62,0,1
1410,62,4,1
1411,62,73,1
1412,62,578,1
1413,62,694,1
1414,62,812,1
1415,62,874,1
1416,62,333,1
1417,62,494,1
1418,62,267,1
1419,62,377,1
1420,62,730,1
1421,62,345,1
1422,62,755,1
1423,62,589,1
1424,62,340,1
1425,62,860,1
1426,62,343,1
1427,62,444,1
1428,62,281,1
1429,62,61,1
1430,62,292,1
1431,62,88,1
1432,62,374,1
1433,62,375,1
1434,62,411,1
1435,62,18,1
1436,62,558,1
1437,62,25,1
1438,62,796,1
1439,62,97,1
1440,62,390,1
1441,62,68,1
1442,62,385,1
1443,62,313,1
1444,62,671,1
1445,62,717,1
1446,62,186,1
1447,62,564,1
1448,62,823,1
1449,62,634,1
1450,62,805,1
1451,62,212,1
1452,62,821,1
1453,62,505,1
1454,62,471,1
1455,62,514,1
1456,62,76,1
1457,62,563,1
1458,62,239,1
1459,62,134,1
1460,62,641,1
1461,62,872,1
1462,62,737,1
1463,62,684,1
1464,62,581,1
1465,62,904,1
1466,62,330,1
1467,62,747,1
1468,62,115,1
1469,62,707,1
1470,62,110,1
1471,62,272,1
1472,62,159,1
1473,62,668,1
1474,62,865,1
1475,62,502,1
1476,62,764,1
1477,62,613,1
1478,62,534,1
1479,62,743,1
1480,62,489,1
1481,62,758,1
1482,62,152,1
1483,62,175,1
1484,62,327,1
1485,62,546,1
1486,62,766,1
1487,62,620,1
1488,62,831,1
1489,62,575,1
1490,62,167,1
1491,62,759,1
1492,62,539,1
1493,62,495,1
1494,62,715,1
1495,62,127,1
1496,62,599,1
1497,62,328,1
1498,62,748,1
1499,62,525,1
1500,62,398,1
1501,62,451,1
1502,62,817,1
1503,62,511,1
1504,62,731,1
1505,62,285,1
1506,62,163,1
1507,62,785,1
1508,62,312,1
1509,62,716,1
1510,62,701,1
1511,62,83,1
1512,62,401,1
1513,62,629,1
1514,62,496,1
1515,62,252,1
1516,62,226,1
1517,62,45,1
1518,62,813,1
1519,62,723,1
1520,62,776,1
1521,62,7,1
1522,62,346,1
1523,62,867,1
1524,62,516,1
1525,62,652,1
1526,62,608,1
1527,62,480,1
1528,62,418,1
1529,62,596,1
1530,62,770,1
1531,62,71,1
1532,62,548,1
1533,62,673,1
1534,62,696,1
1535,62,234,1
1536,62,424,1
1537,62,1,1
1538,62,264,1
1539,62,204,1
1540,62,368,1
1541,62,848,1
1542,62,727,1
1543,62,901,1
1544,62,602,1
1545,62,47,1
1546,62,666,1
1547,62,544,1
1548,62,384,1
1549,62,722,1
1550,62,55,1
1551,62,168,1
1552,62,298,1
1553,62,44,1
1554,62,344,1
1555,62,566,1
1556,62,423,1
1557,62,474,1
1558,62,597,1
1559,62,117,1
1560,62,465,1
1561,62,605,1
1562,62,883,1
1563,62,236,1
1564,62,687,1
1565,62,486,1
1566,62,82,1
1567,62,184,1
1568,62,661,1
1569,62,467,1
1570,62,419,1
1571,62,417,1
1572,62,547,1
1573,62,852,1
1574,62,593,1
1575,62,306,1
1576,62,468,1
1577,62,231,1
1578,62,114,1
1579,62,320,1
1580,62,190,1
1581,62,553,1
1582,62,483,1
1583,62,122,1
1584,62,789,1
1585,62,585,1
1586,62,586,1
1587,62,395,1
1588,62,288,1
1589,62,299,1
1590,62,95,1
1591,62,269,1
1592,62,238,1
1593,62,527,1
1594,62,787,1
1595,62,614,1
1596,62,210,1
1597,62,277,1
1598,62,815,1
1599,62,665,1
1600,62,658,1
1601,62,757,1
1602,62,621,1
1603,62,192,1
1604,62,41,1
1605,62,251,1
1606,62,322,1
1607,110,258,1
1608,110,621,1
1609,110,221,1
1610,110,278,1
1611,110,597,1
1612,110,578,1
1613,110,440,1
1614,110,355,1
1615,110,312,1
1616,110,760,1
1617,110,396,1
1618,110,35,1
1619,110,782,1
1620,110,419,1
1621,110,627,1
1622,110,495,1
1623,110,205,1
1624,110,559,1
1625,110,391,1
1626,110,62,1
1627,110,328,1
1628,110,204,1
1629,110,68,1
1630,110,804,1
1631,110,327,1
1632,110,91,1
1633,110,632,1
1634,110,699,1
1635,110,671,1
1636,110,848,1
1637,110,792,1
1638,110,815,1
1639,110,583,1
1640,110,509,1
1641,110,558,1
1642,110,169,1
1643,110,862,1
1644,110,461,1
1645,110,340,1
1646,110,737,1
1647,110,364,1
1648,110,579,1
1649,110,664,1
1650,110,904,1
1651,110,153,1
1652,110,178,1
1653,110,46,1
1654,110,793,1
1655,110,190,1
1656,110,450,1
1657,110,406,1
1658,110,146,1
1659,110,374,1
1660,110,811,1
1661,110,831,1
1662,110,119,1
1663,110,138,1
