,TF,Target,Label
3173,56,152,1
3286,56,319,1
3080,56,119,1
3172,56,226,1
3091,56,424,1
3273,56,577,1
3150,56,6,1
3212,56,605,1
3272,56,668,1
3269,56,784,1
3160,56,856,1
3193,56,343,1
3156,56,886,1
3278,56,602,1
3243,56,434,1
3086,56,138,1
3211,56,656,1
3101,56,65,1
3225,56,814,1
3221,56,481,1
3234,56,287,1
3253,56,126,1
3152,56,165,1
3117,56,548,1
11687,56,657,0
11731,56,763,0
11657,56,587,0
11491,56,198,0
11781,56,897,0
11508,56,242,0
11502,56,225,0
11530,56,292,0
11740,56,786,0
11544,56,326,0
11710,56,711,0
11600,56,444,0
11786,56,906,0
11698,56,682,0
11423,56,39,0
11718,56,729,0
11520,56,266,0
11727,56,753,0
11777,56,881,0
11547,56,338,0
11534,56,301,0
11608,56,466,0
11761,56,841,0
11763,56,845,0
11528,56,286,0
11463,56,137,0
11695,56,676,0
11756,56,831,0
11617,56,490,0
11484,56,180,0
11635,56,537,0
11738,56,781,0
11449,56,111,0
11522,56,269,0
11422,56,38,0
11589,56,423,0
11450,56,112,0
11648,56,565,0
11742,56,798,0
11595,56,437,0
11767,56,855,0
11469,56,148,0
11758,56,834,0
11689,56,663,0
11650,56,572,0
11493,56,202,0
11670,56,617,0
11546,56,337,0
11757,56,833,0
11568,56,375,0
11532,56,295,0
11458,56,129,0
11441,56,89,0
11596,56,438,0
11666,56,606,0
11453,56,118,0
11565,56,370,0
11613,56,478,0
11782,56,898,0
11762,56,842,0
11712,56,716,0
11566,56,372,0
11511,56,247,0
11543,56,325,0
11478,56,164,0
11414,56,18,0
11627,56,521,0
11509,56,244,0
11540,56,317,0
11494,56,203,0
11542,56,323,0
11425,56,42,0
11659,56,591,0
11604,56,458,0
11645,56,556,0
11500,56,218,0
11788,56,909,0
11413,56,17,0
11705,56,702,0
11729,56,758,0
11417,56,30,0
11433,56,69,0
11443,56,93,0
11736,56,770,0
11661,56,596,0
11639,56,543,0
11506,56,230,0
11619,56,492,0
11533,56,296,0
11769,56,860,0
11605,56,460,0
11754,56,828,0
11700,56,685,0
11598,56,440,0
11557,56,356,0
11715,56,720,0
11472,56,151,0
11431,56,61,0
11759,56,837,0
11593,56,428,0
11750,56,821,0
11711,56,713,0
11571,56,378,0
11518,56,264,0
11663,56,600,0
11747,56,811,0
11672,56,629,0
11744,56,807,0
11716,56,721,0
11482,56,174,0
11760,56,838,0
11554,56,352,0
11778,56,883,0
11526,56,278,0
11646,56,559,0
11435,56,72,0
11523,56,271,0
11676,56,636,0
11525,56,277,0
11572,56,379,0
11479,56,166,0
11476,56,159,0
11624,56,514,0
11430,56,60,0
11575,56,386,0
11667,56,611,0
11419,56,34,0
11457,56,128,0
11653,56,581,0
11684,56,648,0
11734,56,766,0
11704,56,699,0
11725,56,749,0
11607,56,465,0
11664,56,601,0
11407,56,1,0
11415,56,23,0
11677,56,637,0
11644,56,554,0
11724,56,747,0
11691,56,671,0
11779,56,887,0
11730,56,762,0
11467,56,144,0
11625,56,519,0
11569,56,376,0
11576,56,387,0
11713,56,717,0
11668,56,613,0
11755,56,830,0
11723,56,746,0
11709,56,709,0
11656,56,586,0
11654,56,582,0
11552,56,350,0
11651,56,573,0
11495,56,205,0
11438,56,79,0
11418,56,31,0
11662,56,599,0
11461,56,132,0
11618,56,491,0
11787,56,907,0
11599,56,441,0
11442,56,90,0
11688,56,662,0
11527,56,279,0
11655,56,583,0
11628,56,524,0
11473,56,153,0
11614,56,483,0
11584,56,413,0
11746,56,810,0
11548,56,341,0
11643,56,552,0
11737,56,780,0
11585,56,417,0
11466,56,142,0
11594,56,432,0
11770,56,867,0
11739,56,783,0
11412,56,16,0
11588,56,421,0
11489,56,196,0
11669,56,614,0
11722,56,745,0
11497,56,213,0
11741,56,791,0
11524,56,276,0
11612,56,477,0
11660,56,595,0
11424,56,40,0
11492,56,199,0
11486,56,182,0
11685,56,650,0
11690,56,664,0
11503,56,227,0
11749,56,818,0
11674,56,632,0
11707,56,705,0
11616,56,488,0
11587,56,420,0
11499,56,217,0
11675,56,633,0
11485,56,181,0
11420,56,36,0
11743,56,800,0
11553,56,351,0
11459,56,130,0
11490,56,197,0
11535,56,306,0
11541,56,321,0
11642,56,549,0
11621,56,508,0
11516,56,261,0
11582,56,403,0
11733,56,765,0
11507,56,241,0
11531,56,293,0
11483,56,176,0
11579,56,394,0
11647,56,561,0
11776,56,880,0
11784,56,904,0
11536,56,309,0
11615,56,486,0
11732,56,764,0
11580,56,400,0
11630,56,527,0
11496,56,208,0
11573,56,383,0
11603,56,453,0
11658,56,590,0
11697,56,679,0
11586,56,418,0
11728,56,756,0
11432,56,67,0
11426,56,48,0
11452,56,114,0
11410,56,14,0
11555,56,353,0
11774,56,877,0
11678,56,638,0
11626,56,520,0
11563,56,367,0
11517,56,263,0
11680,56,642,0
11641,56,546,0
11477,56,161,0
11436,56,74,0
11673,56,631,0
11702,56,689,0
11578,56,391,0
11474,56,157,0
2576,110,9,1
2579,110,329,1
2510,110,301,1
2654,110,288,1
2718,110,339,1
2649,110,848,1
2578,110,638,1
2466,110,442,1
2747,110,17,1
2460,110,318,1
2674,110,525,1
2743,110,905,1
2622,110,621,1
2686,110,503,1
2445,110,578,1
2670,110,239,1
2599,110,810,1
2575,110,500,1
2748,110,744,1
2548,110,794,1
2570,110,73,1
2448,110,156,1
2527,110,294,1
2632,110,444,1
2577,110,443,1
2705,110,50,1
2564,110,586,1
2493,110,190,1
2653,110,840,1
2476,110,117,1
2537,110,282,1
2526,110,204,1
2675,110,143,1
2725,110,464,1
2503,110,843,1
2472,110,504,1
2587,110,821,1
2738,110,255,1
2643,110,35,1
2563,110,411,1
2585,110,902,1
2647,110,423,1
2552,110,489,1
2665,110,202,1
2593,110,236,1
2425,110,24,1
2495,110,408,1
2474,110,217,1
2430,110,438,1
2421,110,892,1
2636,110,645,1
2620,110,406,1
2489,110,11,1
2611,110,224,1
2734,110,211,1
2638,110,539,1
2630,110,537,1
2538,110,264,1
2532,110,62,1
2669,110,754,1
2687,110,453,1
2722,110,450,1
2735,110,166,1
2678,110,385,1
2455,110,180,1
2635,110,169,1
2535,110,579,1
2672,110,235,1
2685,110,651,1
2416,110,668,1
2642,110,506,1
2441,110,494,1
2696,110,867,1
2740,110,30,1
2667,110,388,1
2703,110,793,1
2524,110,33,1
2594,110,283,1
2540,110,510,1
2424,110,65,1
2631,110,396,1
2509,110,82,1
2449,110,49,1
2549,110,755,1
2610,110,63,1
2522,110,580,1
2559,110,876,1
2487,110,252,1
2461,110,132,1
2500,110,462,1
2558,110,673,1
2744,110,699,1
2676,110,317,1
2637,110,907,1
2443,110,219,1
2442,110,658,1
2542,110,116,1
2723,110,95,1
2720,110,400,1
2749,110,445,1
2694,110,693,1
2419,110,480,1
2432,110,330,1
2491,110,701,1
2640,110,59,1
2573,110,759,1
2650,110,76,1
2572,110,163,1
2473,110,98,1
2481,110,888,1
2519,110,800,1
2547,110,899,1
2567,110,760,1
2732,110,886,1
2545,110,771,1
2437,110,566,1
2484,110,549,1
2555,110,231,1
2628,110,647,1
2426,110,417,1
2677,110,652,1
2684,110,640,1
2521,110,87,1
2596,110,173,1
2512,110,60,1
2518,110,906,1
2459,110,64,1
2556,110,205,1
2444,110,355,1
2648,110,505,1
2515,110,186,1
2717,110,238,1
2553,110,684,1
2417,110,285,1
2422,110,879,1
2415,110,419,1
2543,110,862,1
2496,110,433,1
2710,110,490,1
2502,110,381,1
2652,110,787,1
2583,110,666,1
2534,110,791,1
2605,110,92,1
2451,110,192,1
2413,110,882,1
2517,110,263,1
2618,110,672,1
2688,110,517,1
2454,110,679,1
2541,110,815,1
2724,110,43,1
2478,110,153,1
2742,110,178,1
2621,110,604,1
2651,110,398,1
2655,110,804,1
2681,110,328,1
2713,110,159,1
2482,110,55,1
2506,110,114,1
2486,110,694,1
2463,110,460,1
2662,110,461,1
2513,110,664,1
2726,110,344,1
2679,110,502,1
2525,110,165,1
2595,110,237,1
2663,110,273,1
2433,110,25,1
2657,110,133,1
2712,110,481,1
2699,110,432,1
2708,110,230,1
2511,110,656,1
2507,110,172,1
2531,110,377,1
2626,110,842,1
2546,110,426,1
2597,110,632,1
2741,110,864,1
2551,110,509,1
2736,110,36,1
2612,110,597,1
2701,110,587,1
2584,110,472,1
2501,110,547,1
2420,110,302,1
2561,110,516,1
2504,110,346,1
2706,110,58,1
2659,110,551,1
2514,110,91,1
2439,110,749,1
2613,110,312,1
2414,110,467,1
2702,110,364,1
2739,110,365,1
2683,110,891,1
2624,110,322,1
2523,110,310,1
2571,110,607,1
2479,110,79,1
2641,110,527,1
2656,110,284,1
2704,110,828,1
2604,110,451,1
2733,110,374,1
2639,110,655,1
2719,110,545,1
2714,110,560,1
2590,110,241,1
2568,110,894,1
2557,110,258,1
2625,110,885,1
2627,110,583,1
2469,110,792,1
2475,110,707,1
2560,110,535,1
2691,110,572,1
2600,110,154,1
2544,110,440,1
2746,110,7,1
2464,110,465,1
2716,110,667,1
2411,110,608,1
2614,110,831,1
2483,110,766,1
2661,110,109,1
2427,110,298,1
2606,110,304,1
2428,110,182,1
2453,110,146,1
2623,110,435,1
2737,110,622,1
2566,110,376,1
2603,110,670,1
2721,110,717,1
2539,110,814,1
2608,110,387,1
2520,110,782,1
2682,110,210,1
2554,110,459,1
2446,110,671,1
2586,110,115,1
2619,110,496,1
2646,110,904,1
2580,110,764,1
2616,110,119,1
2693,110,852,1
2440,110,86,1
2470,110,624,1
2494,110,127,1
2462,110,424,1
2629,110,206,1
2468,110,251,1
2673,110,46,1
2602,110,860,1
2490,110,723,1
2634,110,811,1
2465,110,61,1
2533,110,174,1
2709,110,738,1
2434,110,585,1
2707,110,865,1
2668,110,841,1
2690,110,384,1
2700,110,801,1
2516,110,785,1
2447,110,795,1
2457,110,358,1
2731,110,71,1
2609,110,28,1
2492,110,858,1
2711,110,85,1
2467,110,151,1
2745,110,599,1
2666,110,410,1
2562,110,823,1
2436,110,138,1
2550,110,375,1
2471,110,675,1
2581,110,456,1
2715,110,200,1
2582,110,555,1
2429,110,468,1
2680,110,158,1
2565,110,757,1
2598,110,386,1
2412,110,68,1
2660,110,120,1
2418,110,644,1
2458,110,18,1
2505,110,627,1
2435,110,52,1
2423,110,184,1
2452,110,838,1
2508,110,602,1
2615,110,6,1
2658,110,47,1
2485,110,881,1
2692,110,511,1
2569,110,809,1
2633,110,325,1
2607,110,737,1
2589,110,448,1
2530,110,715,1
2498,110,327,1
2456,110,31,1
2664,110,859,1
2477,110,269,1
2536,110,634,1
2431,110,687,1
2644,110,558,1
2617,110,874,1
8945,110,513,0
9053,110,798,0
9032,110,741,0
8932,110,466,0
8888,110,348,0
8836,110,188,0
8847,110,225,0
9024,110,718,0
8770,110,1,0
8974,110,589,0
8963,110,554,0
9026,110,721,0
9010,110,685,0
8903,110,372,0
8982,110,605,0
8902,110,370,0
8886,110,341,0
8899,110,366,0
9015,110,702,0
8937,110,483,0
8771,110,13,0
9082,110,898,0
8915,110,404,0
9076,110,878,0
8878,110,313,0
8772,110,14,0
8810,110,121,0
8842,110,203,0
8979,110,600,0
8959,110,544,0
8961,110,550,0
9019,110,708,0
8887,110,343,0
8867,110,279,0
8889,110,349,0
8879,110,315,0
8855,110,247,0
8819,110,137,0
9011,110,686,0
9046,110,770,0
9025,110,720,0
8904,110,373,0
8800,110,97,0
8785,110,51,0
8784,110,48,0
8943,110,508,0
8897,110,360,0
8983,110,606,0
8901,110,368,0
8791,110,74,0
9016,110,703,0
8994,110,641,0
8930,110,458,0
8986,110,614,0
8804,110,106,0
9057,110,816,0
8971,110,577,0
8944,110,512,0
8830,110,168,0
8822,110,142,0
8849,110,227,0
8967,110,568,0
8970,110,574,0
9075,110,877,0
8999,110,650,0
9003,110,663,0
8820,110,139,0
8997,110,646,0
8787,110,67,0
8892,110,352,0
8998,110,648,0
8843,110,213,0
8884,110,337,0
9044,110,768,0
8984,110,610,0
9001,110,657,0
9043,110,765,0
9029,110,729,0
8946,110,514,0
8913,110,402,0
8811,110,122,0
8993,110,637,0
9054,110,799,0
9039,110,758,0
8859,110,257,0
8845,110,218,0
8871,110,292,0
9052,110,797,0
8931,110,463,0
8906,110,379,0
8995,110,642,0
8861,110,265,0
8996,110,643,0
8873,110,295,0
8895,110,356,0
8831,110,170,0
9045,110,769,0
8883,110,335,0
8992,110,636,0
8794,110,80,0
8856,110,248,0
9051,110,786,0
8938,110,486,0
8907,110,383,0
8947,110,518,0
8987,110,617,0
8881,110,323,0
8821,110,140,0
8926,110,439,0
8920,110,421,0
8969,110,573,0
9014,110,696,0
8781,110,39,0
8858,110,254,0
8875,110,306,0
8905,110,378,0
9020,110,710,0
9008,110,682,0
8853,110,244,0
8834,110,179,0
8962,110,552,0
8832,110,171,0
8921,110,425,0
8925,110,437,0
8803,110,105,0
8846,110,222,0
8951,110,524,0
8942,110,501,0
9081,110,897,0
8977,110,595,0
9050,110,783,0
8854,110,245,0
8833,110,176,0
8949,110,520,0
8773,110,15,0
8948,110,519,0
8909,110,390,0
9067,110,849,0
8792,110,77,0
9059,110,822,0
9064,110,834,0
9041,110,762,0
9069,110,851,0
8848,110,226,0
8874,110,296,0
8814,110,129,0
8976,110,591,0
8872,110,293,0
8896,110,357,0
8774,110,16,0
9071,110,855,0
8769,110,0,0
9013,110,692,0
8988,110,628,0
8891,110,351,0
8799,110,93,0
8840,110,198,0
8991,110,633,0
8782,110,40,0
9079,110,887,0
8955,110,540,0
9072,110,857,0
8776,110,23,0
8802,110,103,0
9004,110,674,0
8838,110,196,0
9070,110,853,0
8928,110,446,0
8824,110,145,0
8844,110,214,0
8919,110,420,0
9074,110,875,0
8954,110,536,0
8975,110,590,0
8796,110,88,0
9023,110,716,0
8860,110,261,0
8890,110,350,0
9006,110,678,0
9007,110,680,0
8807,110,112,0
9062,110,830,0
8797,110,89,0
9061,110,827,0
8808,110,113,0
8917,110,413,0
9033,110,745,0
8910,110,394,0
9009,110,683,0
8934,110,470,0
9083,110,903,0
8868,110,281,0
8880,110,321,0
8863,110,267,0
8908,110,389,0
9022,110,713,0
8912,110,401,0
8957,110,542,0
8953,110,534,0
8778,110,34,0
8865,110,271,0
9080,110,890,0
8825,110,148,0
9060,110,825,0
8786,110,54,0
8779,110,37,0
9047,110,777,0
8790,110,72,0
8788,110,69,0
8965,110,561,0
8851,110,229,0
8805,110,108,0
9036,110,750,0
9012,110,689,0
8841,110,199,0
8911,110,397,0
8793,110,78,0
8935,110,477,0
8780,110,38,0
8885,110,338,0
8835,110,181,0
8939,110,488,0
8827,110,150,0
9037,110,752,0
8980,110,601,0
9073,110,870,0
9042,110,763,0
9005,110,676,0
8882,110,326,0
8777,110,26,0
8989,110,629,0
9055,110,803,0
8775,110,19,0
8924,110,434,0
8966,110,565,0
8927,110,441,0
8941,110,492,0
9038,110,756,0
8952,110,528,0
8857,110,250,0
9077,110,880,0
9056,110,807,0
9066,110,845,0
8958,110,543,0
9063,110,833,0
9002,110,662,0
8850,110,228,0
8812,110,126,0
9017,110,705,0
9078,110,883,0
8922,110,427,0
8806,110,111,0
8929,110,449,0
8789,110,70,0
8972,110,581,0
8837,110,195,0
9000,110,653,0
8815,110,130,0
8964,110,556,0
8898,110,362,0
8900,110,367,0
8864,110,268,0
8852,110,242,0
8894,110,354,0
9030,110,730,0
9018,110,706,0
8862,110,266,0
8828,110,161,0
8816,110,131,0
8795,110,84,0
8866,110,276,0
8950,110,521,0
8978,110,596,0
9034,110,746,0
8973,110,582,0
9068,110,850,0
8968,110,570,0
8783,110,42,0
8829,110,164,0
9027,110,725,0
8956,110,541,0
8985,110,611,0
9065,110,837,0
8893,110,353,0
9040,110,761,0
8936,110,478,0
8809,110,118,0
8826,110,149,0
9058,110,818,0
8990,110,631,0
8870,110,289,0
8818,110,135,0
9049,110,781,0
8916,110,405,0
8923,110,428,0
8869,110,286,0
8839,110,197,0
8960,110,546,0
8823,110,144,0
9035,110,747,0
9028,110,727,0
8981,110,603,0
8918,110,418,0
8801,110,100,0
8813,110,128,0
9084,110,909,0
9048,110,780,0
8933,110,469,0
8876,110,307,0
8798,110,90,0
9021,110,711,0
9031,110,739,0
8817,110,134,0
8914,110,403,0
8877,110,309,0
8940,110,491,0
1322,187,658,1
1323,187,645,1
1325,187,273,1
1324,187,160,1
6160,187,607,0
5965,187,264,0
5853,187,65,0
6109,187,524,0
3365,190,797,1
12595,190,578,0
90,355,219,1
93,355,389,1
28,355,158,1
68,355,805,1
85,355,608,1
36,355,312,1
17,355,433,1
95,355,259,1
78,355,622,1
44,355,385,1
55,355,804,1
82,355,344,1
60,355,821,1
61,355,238,1
54,355,231,1
91,355,86,1
30,355,578,1
33,355,16,1
72,355,842,1
39,355,151,1
51,355,20,1
83,355,770,1
80,355,586,1
63,355,450,1
69,355,467,1
53,355,135,1
35,355,465,1
92,355,860,1
76,355,130,1
16,355,424,1
41,355,812,1
70,355,272,1
86,355,61,1
27,355,110,1
66,355,852,1
38,355,184,1
37,355,744,1
97,355,358,1
56,355,707,1
58,355,735,1
64,355,159,1
96,355,248,1
21,355,680,1
77,355,190,1
87,355,131,1
48,355,316,1
22,355,73,1
67,355,644,1
42,355,237,1
29,355,597,1
34,355,138,1
89,355,346,1
94,355,900,1
79,355,558,1
45,355,155,1
71,355,748,1
84,355,629,1
73,355,165,1
40,355,410,1
46,355,454,1
18,355,105,1
31,355,797,1
50,355,583,1
59,355,765,1
98,355,468,1
20,355,322,1
52,355,97,1
75,355,335,1
25,355,388,1
23,355,168,1
19,355,481,1
43,355,7,1
74,355,827,1
62,355,356,1
47,355,33,1
65,355,306,1
88,355,626,1
24,355,76,1
57,355,561,1
32,355,755,1
49,355,221,1
26,355,576,1
81,355,58,1
992,355,1,0
1181,355,391,0
1414,355,857,0
1244,355,518,0
1147,355,325,0
1101,355,226,0
1166,355,367,0
1070,355,166,0
1231,355,496,0
1160,355,354,0
1354,355,727,0
1236,355,506,0
1131,355,286,0
1388,355,800,0
1416,355,862,0
1062,355,148,0
1129,355,281,0
1178,355,386,0
1125,355,276,0
1096,355,214,0
1433,355,898,0
1397,355,822,0
1111,355,247,0
1373,355,764,0
1281,355,589,0
1374,355,766,0
1314,355,648,0
1224,355,478,0
1002,355,28,0
1372,355,763,0
1092,355,205,0
991,355,0,0
1186,355,402,0
1057,355,141,0
1348,355,716,0
1367,355,754,0
1140,355,309,0
1076,355,174,0
1026,355,77,0
1331,355,683,0
1167,355,368,0
1315,355,650,0
1321,355,664,0
1384,355,791,0
1088,355,198,0
1137,355,301,0
1059,355,144,0
1286,355,599,0
1114,355,255,0
1044,355,118,0
1437,355,906,0
1366,355,753,0
1086,355,196,0
994,355,13,0
1225,355,483,0
1045,355,120,0
1369,355,758,0
1189,355,405,0
1135,355,295,0
1235,355,505,0
1421,355,876,0
1312,355,645,0
1019,355,65,0
1291,355,604,0
1436,355,905,0
1069,355,164,0
1136,355,296,0
1118,355,264,0
997,355,17,0
1117,355,263,0
1222,355,472,0
1290,355,603,0
1299,355,617,0
1016,355,55,0
1170,355,373,0
1083,355,188,0
1197,355,425,0
1221,355,470,0
1226,355,486,0
1207,355,441,0
1171,355,375,0
1107,355,241,0
1103,355,228,0
0,361,424,1
425,361,765,0
663,399,684,1
655,399,130,1
525,399,856,1
408,399,418,1
473,399,515,1
579,399,666,1
488,399,906,1
601,399,233,1
574,399,217,1
406,399,62,1
636,399,368,1
559,399,143,1
649,399,290,1
418,399,76,1
529,399,124,1
373,399,891,1
521,399,519,1
472,399,595,1
380,399,601,1
546,399,97,1
666,399,619,1
517,399,119,1
627,399,693,1
508,399,137,1
594,399,866,1
512,399,799,1
447,399,237,1
523,399,424,1
382,399,735,1
585,399,0,1
401,399,467,1
400,399,608,1
496,399,208,1
588,399,525,1
405,399,151,1
542,399,355,1
445,399,35,1
387,399,604,1
621,399,900,1
519,399,665,1
420,399,765,1
630,399,84,1
419,399,536,1
638,399,55,1
392,399,874,1
470,399,288,1
640,399,395,1
633,399,485,1
402,399,465,1
540,399,529,1
369,399,388,1
565,399,13,1
390,399,792,1
483,399,718,1
575,399,216,1
433,399,503,1
391,399,816,1
457,399,371,1
533,399,152,1
479,399,221,1
467,399,79,1
544,399,146,1
484,399,701,1
490,399,848,1
545,399,661,1
458,399,49,1
516,399,831,1
598,399,511,1
501,399,91,1
659,399,573,1
482,399,679,1
665,399,313,1
377,399,452,1
465,399,30,1
370,399,827,1
609,399,445,1
624,399,300,1
646,399,297,1
524,399,214,1
444,399,411,1
474,399,743,1
476,399,128,1
403,399,741,1
580,399,202,1
656,399,852,1
469,399,859,1
614,399,889,1
498,399,710,1
446,399,385,1
538,399,767,1
617,399,664,1
464,399,547,1
426,399,800,1
548,399,222,1
436,399,349,1
514,399,841,1
531,399,19,1
590,399,458,1
606,399,774,1
507,399,860,1
441,399,231,1
493,399,225,1
385,399,715,1
443,399,540,1
379,399,578,1
480,399,496,1
522,399,333,1
654,399,516,1
543,399,309,1
568,399,18,1
622,399,555,1
471,399,440,1
541,399,514,1
504,399,721,1
421,399,487,1
535,399,448,1
547,399,798,1
637,399,186,1
631,399,335,1
429,399,267,1
560,399,509,1
383,399,694,1
389,399,390,1
557,399,820,1
393,399,140,1
397,399,645,1
515,399,548,1
613,399,575,1
434,399,744,1
395,399,813,1
587,399,276,1
602,399,647,1
478,399,156,1
645,399,871,1
607,399,59,1
639,399,791,1
398,399,211,1
537,399,11,1
600,399,462,1
410,399,103,1
634,399,302,1
417,399,585,1
486,399,812,1
599,399,386,1
462,399,446,1
584,399,310,1
506,399,461,1
628,399,329,1
608,399,879,1
556,399,7,1
572,399,318,1
526,399,48,1
592,399,377,1
396,399,629,1
662,399,869,1
381,399,241,1
495,399,480,1
591,399,83,1
431,399,155,1
593,399,431,1
378,399,622,1
658,399,323,1
605,399,165,1
510,399,322,1
427,399,132,1
468,399,271,1
611,399,381,1
413,399,230,1
618,399,801,1
432,399,655,1
513,399,373,1
414,399,24,1
558,399,761,1
561,399,780,1
439,399,687,1
463,399,450,1
652,399,483,1
615,399,556,1
616,399,104,1
567,399,648,1
589,399,903,1
430,399,500,1
502,399,892,1
372,399,68,1
518,399,577,1
597,399,340,1
454,399,345,1
520,399,755,1
422,399,80,1
416,399,311,1
394,399,259,1
576,399,398,1
503,399,378,1
386,399,184,1
577,399,505,1
407,399,576,1
415,399,407,1
625,399,669,1
553,399,558,1
657,399,88,1
629,399,325,1
635,399,380,1
489,399,468,1
581,399,22,1
438,399,726,1
619,399,602,1
477,399,563,1
632,399,95,1
532,399,61,1
399,399,301,1
423,399,158,1
564,399,603,1
603,399,182,1
456,399,908,1
487,399,672,1
578,399,366,1
404,399,65,1
450,399,45,1
582,399,624,1
